AreaCode,INT_SQFT,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,OTHER_ROOMS,PARK_FACILITY,BUILDINGTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_ROOMS,QS_BATHROOM,QS_BEDROOM,REG_FEE,COMMIS,SALES_PRICE
1,654,82,1,1,0,0,1,2,2,3,4.1,4.3,4.4,328232,42081,8416200
7,1685,105,2,1,1,1,3,3,0,5,3.5,3.3,2.5,354682,98523,9852290
5,1963,95,3,2,0,0,1,1,1,6,2.8,4.7,4.4,616751,342639,17131960
5,2326,58,4,2,0,1,2,3,1,4,4.8,2.9,3.4,482767,253453,12069180
4,576,94,1,1,0,1,1,3,2,1,3.7,3.5,2.4,212603,98885,4944250
3,1256,61,2,1,1,1,2,1,0,6,4.7,3,4.6,271467,146175,10441050
4,958,119,1,1,1,0,3,3,0,5,3.4,5,4.1,313188,150330,6263750
7,1823,44,3,2,0,1,3,3,0,4,3.1,4.9,2.2,362103,211227,10058430
5,2284,143,4,2,0,0,1,3,1,4,4.2,3.1,3.4,580554,334258,17592540
5,1705,148,2,1,1,0,1,1,2,4,2.4,3.9,2.4,587005,265550,13976300
4,716,17,1,1,0,0,2,1,0,3,4.6,4.4,4.8,118418,94734,3947250
3,917,139,1,1,1,1,1,1,0,5,2.1,3.7,3.4,339190,175443,11696200
7,1991,150,3,2,0,1,2,3,2,4,3.4,2.2,2.5,357515,189273,10515160
4,1676,66,2,2,0,0,1,3,2,2,3.9,4.3,2.2,411850,102963,10296250
6,1860,76,2,1,2,0,3,1,2,4,4.6,4.1,2.8,503251,195709,13979190
5,1591,101,2,1,1,1,2,3,2,4,4.4,2.5,4.3,404381,225701,9404200
4,1154,121,1,1,1,0,2,3,0,2,3,4.1,2.1,212424,48681,4425500
5,2015,142,3,2,0,0,1,3,1,4,4.8,2.8,4.4,705023,125337,15667180
3,963,172,1,1,1,1,3,2,1,5,4.5,3.5,3,272532,151406,10093760
6,1565,147,1,1,2,0,3,2,2,4,4.6,4.4,3.7,329372,90861,11357640
7,1699,55,2,1,1,1,3,3,1,1,3.1,3.4,4.5,349442,135894,9706720
3,1142,97,1,1,1,0,2,2,1,4,3.5,4.8,2.3,210496,117878,8419850
3,1268,12,2,1,1,0,1,2,0,5,2.5,3.9,3.6,408295,65854,13170800
2,1731,62,1,1,2,0,1,1,2,6,4.1,3.2,3.7,594920,118984,19830670
5,1898,162,3,2,0,0,2,1,2,4,5,3.9,2.6,414035,150558,9409880
1,845,122,1,1,1,1,3,3,0,4,4.5,4.4,4,285499,125955,8397025
3,857,176,1,1,1,1,3,3,1,6,2.5,2.3,3.6,307239,81930,10241290
7,1540,112,2,1,1,0,1,1,2,6,4,3.8,2.6,541741,171076,14256340
3,1226,80,2,1,1,0,3,2,1,4,2.8,4.6,3.8,305724,47769,9553870
1,619,137,1,1,0,0,3,3,2,6,3.7,2.8,3.6,226774,30237,7559125
2,1657,103,1,1,2,0,2,1,1,5,4.1,4.5,4.5,371048,111315,12368280
5,1503,144,2,1,1,0,2,3,2,4,3.3,2.7,3,391177,124844,8322920
5,2478,169,4,2,0,1,2,1,2,4,2.8,3,3.1,545868,304670,12694600
7,1572,10,2,1,1,1,3,3,2,5,2.1,3.3,4.3,423641,195526,10862580
5,2456,53,4,2,0,1,2,3,2,5,3.1,2.9,2.8,609732,103784,12973020
6,1819,166,2,1,2,0,2,3,1,6,3.9,3.4,3.9,469206,99528,14218350
3,842,141,1,1,1,1,2,2,1,5,2,5,4,245784,100134,9103100
3,1156,187,1,1,1,1,1,3,1,5,3,4.1,2.1,481114,87475,14579200
6,1564,113,1,1,2,1,2,1,1,4,4.1,4.4,2.9,387616,237571,12503750
3,874,41,1,1,1,0,1,2,0,4,4.4,3.3,2.6,302704,28379,9459500
5,2163,148,3,2,0,1,1,3,1,6,4.3,4.9,3.1,732043,150163,18770340
3,977,104,1,1,1,1,1,3,1,5,5,2.2,3.2,444993,229239,13484650
2,1880,108,2,1,2,0,3,2,0,6,2.5,3.6,4,465783,68497,13699490
4,1667,35,2,2,0,1,3,2,1,6,3.5,3.3,3.4,323051,269209,10768375
6,1784,97,1,1,2,1,2,2,2,4,2.6,5,2.3,487977,170792,12199430
4,1252,50,1,1,1,0,1,3,2,5,4,3.6,3,336270,112090,10190000
2,1833,9,2,1,2,1,1,3,2,5,4.3,2.7,4.1,515704,165025,20628140
2,1599,175,1,1,2,0,2,3,1,6,3.2,4.9,4.6,335700,167850,12911530
7,1863,140,3,2,0,0,2,3,2,1,3.2,4.2,2.5,291660,104698,7478460
5,1779,54,3,2,0,1,1,1,1,6,2.8,5,2.1,676205,346772,17338600
6,1923,130,2,1,2,1,1,3,2,5,2.7,4.1,4.9,568313,349731,21858180
3,1280,165,2,1,1,1,3,3,1,5,4.1,4.1,4.6,379982,57573,11514600
5,1333,74,2,1,1,0,3,3,1,6,2,4,2.1,446600,242718,9708700
4,1128,179,1,1,1,0,2,2,0,2,3.5,4.1,4.1,147408,69098,4606500
6,1829,197,2,1,2,1,2,1,1,6,3.8,3.1,3,548812,74164,14832770
5,1344,131,2,1,1,0,2,1,2,6,3.3,2.4,3.6,440491,215751,8989620
4,1538,90,2,2,0,1,1,2,1,4,3.8,2.2,4.8,500560,137654,12514000
7,1545,67,2,1,1,0,1,1,2,1,4.1,4.8,4.4,449723,126845,11531350
3,1279,172,2,1,1,1,1,3,1,5,2.6,4.8,3.7,416692,144239,16026600
4,1116,91,1,1,1,1,1,1,0,4,3.5,4.3,2.7,311712,233784,9741000
1,620,181,1,1,0,1,1,1,0,1,2.6,3.3,2.1,282291,114442,7629475
3,857,146,1,1,1,0,1,3,1,4,2.1,2.5,4.6,298974,117454,10677650
3,1101,67,1,1,1,1,3,3,0,6,3.3,2.8,2.9,274829,162862,10178870
3,1087,197,1,1,1,1,1,1,2,4,3.8,3.3,2.6,346850,146744,13340400
6,1993,76,2,1,2,0,2,3,1,4,2.3,3.8,3.6,437360,231543,12863520
7,1770,96,2,1,1,0,1,3,2,5,4.9,4.1,4.8,434461,260676,14482020
5,1927,174,3,2,0,1,3,3,1,6,4.2,4.5,3.1,539362,269681,13484060
2,1740,45,1,1,2,0,3,1,0,4,3.6,3.7,2.2,390704,219771,12209510
7,1878,171,3,2,0,1,3,2,1,6,3.3,3.7,3.1,506795,152039,12669880
2,1777,150,1,1,2,1,1,3,1,4,4.6,2.3,4.3,541000,360667,20037030
2,1794,172,1,1,2,0,3,2,2,4,3.1,2.6,2,350340,84565,12080690
7,1863,58,3,2,0,0,3,1,0,1,3.4,4.6,2.2,312433,117162,7810830
4,1582,141,2,2,0,0,3,1,1,4,3.6,2.9,4.2,270908,225756,9030250
1,1256,158,2,2,0,1,1,2,0,5,4.6,3.2,3,513760,135995,15110580
7,1715,14,2,1,1,1,2,1,1,3,3.5,2.1,2.9,335408,102486,9316900
7,1952,88,3,2,0,0,2,2,0,2,4,4.4,2.2,282651,56530,7066280
4,1238,156,1,1,1,0,2,3,1,3,4.6,3.5,3.6,203184,95616,5976000
3,1128,106,1,1,1,0,2,1,1,6,2.5,3.3,3.8,313133,107639,9785400
4,545,91,1,1,0,1,2,2,0,3,3.5,3.1,3.6,129898,71234,4190250
6,1939,116,2,1,2,1,1,3,1,4,4.2,2.1,2.8,803373,169131,21141390
3,990,115,1,1,1,1,1,2,1,6,2.8,3.9,3.6,351611,135235,13523500
3,1031,66,1,1,1,1,3,2,0,5,4.6,3.5,2.6,290935,132243,8816220
7,1724,47,2,1,1,1,1,3,2,5,2.9,2.7,2,527846,232873,15524880
1,1143,101,1,1,1,0,1,3,2,6,3.3,2.3,4.2,566504,84976,14162605
3,988,41,1,1,1,1,2,2,0,5,3.6,4.6,4.8,218954,105422,8109400
5,2019,188,3,2,0,0,3,1,2,4,3.2,2.2,4.6,373330,266664,10666560
4,1384,133,2,2,0,0,1,3,1,5,3.2,3.4,4.8,521030,232801,11085750
5,2174,4,3,2,0,1,1,1,2,4,3.7,4,2.1,514345,205738,17144820
4,1000,134,1,1,1,0,1,2,0,1,2.6,2.5,3.6,279045,62010,6201000
4,954,90,1,1,1,0,1,3,1,2,2.7,4.5,4,360700,64926,7214000
6,1844,126,2,1,2,0,3,3,0,5,2.2,3.3,5,451527,180611,12900770
3,902,197,1,1,1,0,2,3,0,6,5,2.9,2.3,224625,77457,7745700
3,1212,131,2,1,1,0,3,2,1,5,2.5,2,3.4,274384,39198,9799440
1,930,99,1,1,1,1,3,2,1,2,3,3.1,5,323595,24892,8297305
4,746,43,1,1,0,0,3,1,1,5,2.8,3.9,3.3,225296,147851,7040500
7,1635,190,2,1,1,0,1,3,2,1,3.2,4.8,3.7,491404,147421,12285100
3,754,98,1,1,0,1,1,2,0,5,2.8,2.2,3.1,344639,146210,10443600
1,1229,85,2,2,0,1,3,3,1,4,3.8,3.5,4.4,385083,56630,11325985
3,1083,101,1,1,1,1,3,1,2,5,4.8,3.5,3,318927,144967,9664460
4,1431,146,2,2,0,0,3,3,1,4,4.3,2,4.5,293738,81594,8159375
4,1670,69,2,2,0,1,1,1,0,4,2.4,2.7,2.6,543985,165561,11825750
6,1667,6,1,1,2,0,3,2,0,4,4.5,4.1,3.2,399083,125426,11402380
7,1861,138,3,2,0,0,2,1,0,5,3.9,4.9,3.8,344776,158411,9318280
2,2000,49,2,1,2,1,3,1,1,6,3.9,4,2.4,573206,118013,16859010
2,1997,13,2,1,2,1,3,3,0,5,3.4,3.7,3.7,450328,253310,14072760
7,1949,75,3,2,0,1,2,1,0,3,3.3,3.2,3.8,323299,104597,9508790
7,1713,69,2,1,1,0,1,3,1,6,4.9,3.3,2.6,465954,150308,15030780
3,727,93,1,1,0,0,3,3,2,5,2.7,3.2,2.4,235488,57088,7135990
1,1276,188,2,2,0,0,2,3,1,4,4,2.2,2.2,335335,9315,9314850
2,1702,184,1,1,2,1,3,3,1,4,2.9,2.5,4.3,514323,67674,13534820
2,1785,148,1,1,2,1,2,3,1,4,4.4,4.4,3.2,436974,62425,12484960
2,1632,167,1,1,2,1,1,1,2,4,4.8,3.4,4.6,513592,361417,19021940
1,1243,119,2,2,0,0,2,2,2,5,4,2.7,3.2,330891,136249,9732090
5,2191,166,3,2,0,0,3,1,2,4,4.8,3.7,4.1,542553,99653,11072500
5,2153,165,3,2,0,0,3,1,1,4,3.4,3.6,2.2,422833,100145,11127180
4,720,123,1,1,0,0,2,1,1,1,4.2,3.4,3.2,191532,63844,3990250
1,905,86,1,1,1,1,1,3,0,3,2.1,2.3,2.5,340339,123760,10313310
4,1107,185,1,1,1,1,1,3,0,1,3.7,3.4,3.9,227866,132309,7350500
3,772,159,1,1,0,1,3,3,2,4,4.7,4.7,2.9,208410,125046,8336390
7,1806,83,3,2,0,1,1,3,2,2,3.2,4.7,4.6,448809,140253,14025290
3,1162,25,1,1,1,1,1,2,0,6,2.5,2,2.2,429658,97020,13859950
7,1558,32,2,1,1,1,2,3,2,2,4.5,3.9,4,258210,101719,7824540
3,1269,29,2,1,1,0,3,2,0,4,4.9,2.7,2,228070,84470,8447030
4,838,191,1,1,0,1,1,3,2,2,2.2,2,2.7,349739,104178,7441250
3,1281,90,2,1,1,1,2,2,0,6,4.8,3.3,4.3,319922,61920,10320050
2,1517,156,1,1,2,1,1,3,1,6,3.2,4.9,2,687157,255230,19633070
4,1344,138,2,2,0,1,1,3,2,2,4.6,2.2,4.7,471499,261944,10477750
7,1705,122,2,1,1,0,3,3,1,2,3.8,3.9,4.2,270086,75962,8440180
3,995,41,1,1,1,1,1,3,2,5,2.1,2.5,2.1,388413,64736,12947100
3,818,11,1,1,1,1,2,3,1,6,2.4,2.8,2.6,271631,135815,9701100
2,1705,139,1,1,2,0,2,1,0,4,3.7,4.3,2.5,400674,86632,10829040
7,1604,181,2,1,1,0,1,2,0,5,4.9,2.2,4.1,482518,241259,12697830
3,1238,97,2,1,1,0,1,1,2,4,2.1,3.7,4.5,354741,210217,13138550
4,694,15,1,1,0,1,1,2,2,2,2.5,2.2,3.8,221927,110963,6527250
6,1908,123,2,1,2,0,3,1,1,5,2.5,2.8,2.2,443039,168049,15277200
1,667,85,1,1,0,1,3,3,1,3,3.1,3.4,3.3,273576,110909,7393940
5,2242,181,4,2,0,1,3,3,2,6,2.5,4.8,4.3,680743,333425,13892720
3,773,178,1,1,0,1,3,3,1,5,3.1,3,3.5,281403,45388,9077510
7,1524,38,2,1,1,0,2,3,1,4,4.7,2.1,4.8,304053,95559,8687220
3,791,124,1,1,0,1,1,1,2,4,3.9,4.4,4.7,264071,169006,10562850
4,1403,51,2,2,0,0,3,3,1,6,4.9,3.5,2.3,463530,144853,9656875
1,1211,79,2,2,0,1,2,2,1,5,3,3.6,4.7,324803,86614,10826770
3,730,96,1,1,0,1,1,3,2,5,4.5,3,5,294091,168052,10503250
3,1016,107,1,1,1,1,1,1,1,5,4.9,4.9,2.4,402081,214443,13402700
7,1574,101,2,1,1,0,2,1,2,2,2.6,4.7,2,253068,86766,7230510
1,1185,60,1,1,1,0,3,1,0,1,2.1,2.6,2.9,235365,76147,6922495
5,1437,15,2,1,1,0,3,1,1,4,5,3.6,3.7,308026,217430,9059580
2,1995,35,2,1,2,0,2,2,1,6,5,3.7,4.4,363475,203546,14538990
3,1195,82,1,1,1,1,1,2,1,5,4.2,3.2,4.6,392974,58218,14554600
3,1055,132,1,1,1,0,3,3,2,5,4.3,3.5,4.3,253296,113547,8734350
7,1951,200,3,2,0,0,3,1,2,5,4.6,2.9,3.6,351474,109836,10983560
1,983,29,1,1,1,0,3,2,1,2,5,2.8,3.6,225866,14117,7058310
2,1956,64,2,1,2,0,3,3,2,5,2.1,3.1,4.1,376104,86793,14465540
2,1558,152,1,1,2,1,2,3,2,5,3.6,4.1,4.8,453469,61280,12255910
3,947,47,1,1,1,0,3,2,1,6,4.8,4.2,4.4,267586,38227,9556640
4,740,51,1,1,0,1,2,3,1,3,3.1,3.5,4.2,196532,131021,5955500
1,1001,68,1,1,1,1,2,3,2,1,4.3,3.8,4.4,212362,14157,7078720
5,2127,155,3,2,0,1,2,3,2,5,2.6,2.7,2,504009,257605,11200200
4,1421,115,2,2,0,0,1,1,1,6,2.4,4.2,3.1,437202,157879,12144500
6,1947,66,2,1,2,1,2,3,2,6,3,3.4,3,527109,263554,13871280
3,788,109,1,1,0,0,3,3,0,6,4,3.3,4.4,264149,48027,8004510
2,1721,2,1,1,2,0,2,1,2,6,3.7,3,4.7,338911,78210,13035050
5,1858,75,3,2,0,1,1,3,2,5,2.7,2.1,4.4,533772,355848,16174900
3,806,57,1,1,1,1,1,2,2,6,4.3,5,4.8,332373,147721,12310100
3,850,174,1,1,1,0,3,3,2,6,4.1,2.9,3.3,248492,26624,8874700
3,713,168,1,1,0,0,1,3,0,4,3.4,3.8,2.9,250203,32284,8071050
5,2166,188,3,2,0,1,3,3,2,5,4.8,2.5,4,440755,138523,12593000
6,1921,168,2,1,2,1,1,2,1,6,3.7,3.6,4.3,743923,348714,23247590
1,888,157,1,1,1,1,2,2,1,5,4.5,4.9,2.4,342439,111061,9255095
5,1831,95,3,2,0,1,2,1,1,4,2.5,4,2.8,529692,264846,11035260
6,1613,14,1,1,2,1,2,3,1,5,3.4,4.3,4.3,380323,228194,12677420
1,695,28,1,1,0,0,2,2,2,5,2.5,3.3,4.6,228316,29460,7365020
6,1984,78,2,1,2,1,2,1,1,6,3.6,3.2,4,464762,232381,15492080
3,787,148,1,1,0,0,2,3,1,6,3.8,2.7,3.9,245399,31664,7916100
5,2208,39,3,2,0,0,2,3,1,6,2.5,5,2.6,520823,243051,11573840
4,1334,144,2,2,0,0,2,2,0,4,4.7,3.1,3.7,196580,69381,5781750
3,1267,26,2,1,1,1,1,1,1,5,2.1,3.7,3.8,410012,110388,15769700
2,1530,111,1,1,2,1,2,3,1,6,2.9,2.1,2.6,343413,145290,13208200
4,1458,99,2,2,0,0,2,1,1,6,2.8,2.9,2.6,351114,214094,8563750
5,2372,10,4,2,0,1,3,3,1,6,3.1,5,3.8,670804,313993,14272420
4,1521,68,2,2,0,0,3,1,1,5,3.8,3.3,3.1,339119,116270,9689125
3,1005,84,1,1,1,0,1,1,0,6,3.5,3.8,5,340977,170489,12177750
3,945,5,1,1,1,0,1,3,1,4,4.3,3.8,5,338558,169279,11285250
4,542,128,1,1,0,1,1,3,2,3,2.9,4.1,4,260915,105776,7051750
1,1204,22,2,2,0,0,2,3,0,4,4.7,2.3,4.2,275455,31481,7870150
1,1072,27,1,1,1,1,3,3,1,6,4.7,2.1,4.3,445304,152341,11718530
5,2496,169,4,2,0,1,2,3,2,5,3.1,2.2,2.9,574427,208883,13055160
3,1082,97,1,1,1,1,3,3,1,5,2.1,2.5,4.5,260559,62534,10422340
7,1518,120,2,1,1,0,3,2,0,6,3.4,2.8,5,317130,132138,8809180
3,1180,13,1,1,1,0,2,3,0,4,4.8,3.9,2.4,233063,113000,7062500
7,1525,171,2,1,1,1,1,2,1,3,3.1,2.2,3.7,456645,188030,13430730
7,1732,197,2,1,1,1,1,3,0,5,4.2,2.3,4.8,561062,212294,15163850
2,1841,49,2,1,2,0,1,2,0,4,2.8,4.9,2.3,607258,94884,18976810
7,1745,157,2,1,1,1,2,3,1,2,2.5,4.3,2.7,371467,66674,9524800
3,974,136,1,1,1,1,2,3,1,6,4.1,2.5,3.2,302041,83322,10415200
6,1797,14,1,1,2,0,2,3,2,4,4.8,2.4,4.3,385915,90803,11350430
7,1698,51,2,1,1,1,2,2,2,4,5,3.7,2.1,376030,192836,9641790
4,937,133,1,1,1,1,1,3,0,4,4.5,3.4,4.9,424810,225963,9038500
3,1152,51,1,1,1,1,3,3,2,5,3.3,3.8,3.2,323928,50614,10122740
2,1588,33,1,1,2,0,1,3,0,6,2.1,3.4,3,543805,315758,17542110
1,987,78,1,1,1,0,2,3,0,2,3.9,4.3,2.1,190412,23802,5950375
2,1616,190,1,1,2,1,2,1,1,6,2.8,2.2,3.9,426041,241423,14201380
2,1536,191,1,1,2,0,3,3,1,5,2.8,3.2,2.1,369493,160114,12316440
1,825,75,1,1,1,1,1,3,1,2,3.8,3,3.3,364293,42858,10714500
7,1722,186,2,1,1,1,1,3,2,1,3.8,4.1,4.3,524891,228799,13458750
5,1651,182,2,1,1,0,1,1,2,6,3.5,2.3,2.8,518582,115240,14405060
7,1983,190,3,2,0,1,3,3,0,2,3.8,2.1,2.7,339360,137579,9171900
6,1519,24,1,1,2,0,1,3,2,6,2.6,2.7,3.5,666734,157911,17545620
3,848,137,1,1,1,0,3,3,1,4,4.8,2.4,3.1,252889,65262,8157710
5,1865,141,3,2,0,1,1,3,1,4,2.9,2,3.5,805571,213723,16440220
1,845,200,1,1,1,0,2,1,1,3,4.6,3.3,4.4,233208,109316,7287735
4,778,46,1,1,0,1,2,3,2,1,3.3,4.5,2.5,223912,119767,5207250
6,1735,69,1,1,2,1,1,3,1,5,3.1,2.3,2.5,740159,328959,20559960
7,1900,180,3,2,0,0,2,2,0,6,2.4,4.8,2.9,387883,69620,9945720
5,2062,59,3,2,0,1,1,3,2,5,3.5,2,4.8,610119,288112,16947760
5,1810,85,3,2,0,1,2,3,1,5,2.8,4.1,4.9,371980,175050,10940600
4,830,193,1,1,0,1,2,3,2,5,2.3,3.1,2.5,283370,70843,7084250
6,1775,136,1,1,2,0,3,1,2,5,4.4,3.4,4.4,500020,223693,13158410
5,1365,105,2,1,1,1,3,3,1,4,5,5,3.8,425382,178067,9892600
5,1489,198,2,1,1,1,2,3,2,4,3.4,2.5,3.2,322966,183305,8728800
2,1576,195,1,1,2,1,1,1,2,6,2.7,4.8,4.6,673295,326446,20402870
4,660,175,1,1,0,0,1,1,0,2,2.5,3.2,3.4,167129,63238,4517000
7,1733,49,2,1,1,1,2,1,2,1,2.3,3.1,2.6,308775,150429,7917300
4,1346,192,2,2,0,1,3,3,0,6,4,3.6,4,411012,146790,9786000
7,1662,50,2,1,1,1,1,2,1,1,2.3,2.8,2.7,526420,197407,13160490
3,1075,156,1,1,1,1,1,3,1,5,2.9,2.6,3.4,433349,83874,13979000
1,974,135,1,1,1,0,2,1,2,6,3.3,4.6,2.3,290196,29020,9673210
3,1051,177,1,1,1,1,2,2,2,6,4.9,2.2,2.4,304572,167023,9824900
2,1821,14,2,1,2,1,2,1,1,6,3.1,2.7,4.4,488201,215383,14358860
3,1037,127,1,1,1,1,3,2,0,4,3.4,4.9,3.1,227028,126127,8408440
7,1505,98,2,1,1,0,2,1,1,1,3,3.7,3,224079,98858,6590550
3,1195,148,1,1,1,1,1,3,0,5,2.4,3.7,3.8,439368,164763,13730250
3,1236,21,2,1,1,1,3,3,2,4,2.3,3.1,2.6,319715,135636,9688320
5,1376,75,2,1,1,0,3,3,1,6,3.3,4.6,2.5,435769,148558,9903840
6,1920,175,2,1,2,1,1,2,2,6,4.1,4.2,2.9,677166,305817,21844070
1,1214,184,2,2,0,1,3,3,1,1,2.8,4.6,2,283387,103908,9446220
4,602,30,1,1,0,0,1,3,1,6,4.3,3.6,2,341825,178681,7768750
3,1122,164,1,1,1,1,2,1,2,6,4.4,3.2,2.6,310360,150174,10011600
2,1532,150,1,1,2,1,3,2,0,4,4.5,3.8,2.7,424039,58894,11778850
5,1337,95,2,1,1,0,3,3,1,6,4.3,4.9,3,450176,244661,9786440
2,1703,51,1,1,2,1,2,1,0,5,2,5,4.3,429512,83516,11930880
5,1310,76,1,1,1,1,3,3,2,4,2.3,3.8,4.6,459266,174521,9185320
4,1533,118,2,2,0,0,2,2,1,5,2.8,3.1,5,288956,78806,8756250
4,1013,180,1,1,1,0,2,2,1,6,3.7,2.9,3.8,391350,148713,7827000
7,1942,13,3,2,0,1,3,2,2,4,3.6,4.8,2.1,390576,183800,11487520
4,976,42,1,1,1,1,1,3,1,1,2.9,2.7,4.5,258312,72650,8072250
3,1097,126,1,1,1,1,3,3,0,4,2.3,4.8,4.6,250023,107153,8929390
4,1363,199,2,2,0,0,2,3,2,2,2,3,3.3,263736,47952,5994000
1,1153,120,1,1,1,0,3,2,2,4,2,2.7,4.3,357166,107150,8929150
7,1904,175,3,2,0,1,1,3,1,2,4,4.7,3.1,473330,252443,15777670
4,860,84,1,1,0,0,2,3,2,1,2.4,3.1,3.9,117394,58697,3452750
1,836,117,1,1,1,0,1,2,1,3,3.5,3.5,2.9,315288,20341,10170565
2,1969,117,2,1,2,1,3,2,0,5,4.9,3.6,4.3,514784,100097,14299560
7,1898,102,3,2,0,1,3,3,1,2,2.7,5,2.9,303647,131580,10121570
4,1026,143,1,1,1,0,3,3,0,5,3.2,2.7,3.8,244727,119057,6614250
2,1919,98,2,1,2,0,2,3,2,4,4.4,4.8,4.7,325385,174313,11620880
5,1408,156,2,1,1,0,2,3,1,4,2,4.4,4.7,342060,128273,8551500
5,2113,164,3,2,0,1,2,3,1,4,2.3,2.7,4.6,477368,215952,11365900
4,1547,44,2,2,0,0,2,2,2,3,3.8,3.1,3.6,335601,157527,6849000
3,735,4,1,1,0,1,3,2,1,6,4.7,4.1,3,280207,30022,10007400
4,1267,45,1,1,1,0,1,3,2,1,3.1,2.6,4.9,384087,188124,7838500
1,793,166,1,1,0,0,1,1,1,5,4.3,4.4,4,399040,136814,11401150
7,1608,35,2,1,1,0,3,1,2,1,4.2,4.6,4.2,263090,138853,7308060
1,1236,36,2,2,0,0,1,2,0,2,2.4,3.6,3.7,426935,166030,11859315
3,1209,186,2,1,1,0,1,2,2,4,2.9,4.5,3.6,350035,50005,12501250
2,1703,134,1,1,2,1,2,3,2,4,4.7,4.2,4.3,436168,126259,11478110
3,1149,191,1,1,1,0,1,1,0,5,2.5,2.1,2.2,344866,73900,12316650
4,1402,89,2,2,0,0,2,2,0,6,2.4,4.4,2,291726,84447,7677000
2,1531,190,1,1,2,0,1,3,1,5,2,2.8,2.5,583473,127635,18233520
7,1959,55,3,2,0,0,1,3,2,5,4.8,4.7,3,617272,341124,16243990
1,1082,114,1,1,1,0,1,1,2,1,4.1,4.3,3,357741,32522,10840625
2,1555,184,1,1,2,1,1,1,2,4,3.1,2.8,3.3,494377,164792,18310270
5,2120,182,3,2,0,1,2,1,1,5,3.3,3.6,4.3,462731,194834,12177140
2,1735,96,1,1,2,0,2,3,0,5,3.9,3.3,3.6,434727,66881,11146840
3,1067,101,1,1,1,1,2,2,2,5,3.4,2.5,3.2,232066,44628,8925600
5,2356,131,4,2,0,1,2,3,2,6,4,4.9,4.6,443455,215009,13438040
3,833,97,1,1,1,1,3,3,0,5,4.3,4.6,4.4,216507,99927,8327210
2,1785,174,1,1,2,0,2,2,0,5,4.6,3.1,5,315458,58418,11683630
3,786,28,1,1,0,1,3,3,1,4,2.3,2.8,4.4,246815,139862,8227170
7,1702,138,2,1,1,0,2,2,1,2,4.3,3.3,4,256361,165394,8269700
3,1032,77,1,1,1,0,3,1,1,4,4.1,4.1,5,300595,36436,9108940
7,1685,39,2,1,1,1,1,3,0,4,2.7,3.6,4.9,512774,249458,13858750
3,768,35,1,1,0,1,1,1,2,4,2.4,3.3,2.4,329790,95746,10638400
3,778,165,1,1,0,1,2,3,2,5,2.3,3.5,2.4,258637,105071,8082400
5,2183,168,3,2,0,1,2,3,2,6,4.4,4.4,2.3,472164,217922,12106760
5,2472,167,4,2,0,0,3,3,2,5,2.3,4.8,3.9,459365,285551,12415260
2,1797,140,1,1,2,1,1,3,2,5,3.3,2.7,3.7,574265,246114,20509480
3,1129,8,1,1,1,1,1,3,0,4,2.3,4.4,4,333056,38430,12809850
2,1809,18,2,1,2,0,2,2,2,6,4.6,4.7,3.1,490438,163479,12575330
1,1299,51,2,2,0,1,2,2,1,6,4.4,3.4,3.6,444970,79866,11409485
3,1211,156,2,1,1,0,2,3,0,4,2.7,4.8,2.5,228991,139030,8178250
7,1690,59,2,1,1,1,1,1,1,2,2.7,3.4,4.3,464746,239415,14083210
5,2496,18,4,2,0,0,2,3,1,4,2.7,4.8,4.2,387987,239639,11411380
3,876,25,1,1,1,0,1,3,0,4,3.9,2.1,4,236571,141943,9462850
5,2199,64,3,2,0,0,1,3,2,5,4.9,3.2,4.1,690142,396831,17253540
3,1027,83,1,1,1,0,2,3,2,5,2.5,2.8,2.9,220195,133690,7864100
5,1905,0,3,2,0,1,2,3,1,6,2.7,4.8,3.5,531974,284544,12371480
2,1704,74,1,1,2,1,2,1,1,6,3.4,4,3,545574,209836,13989080
3,780,37,1,1,0,0,2,2,0,5,4.7,3,3.9,202872,98164,6544250
7,1756,172,2,1,1,1,1,3,1,3,2.9,4.3,4,459807,266985,14832480
3,958,10,1,1,1,1,3,1,1,5,4.8,4.1,3.5,316280,126512,10542660
3,736,42,1,1,0,1,3,3,1,5,3.9,3.1,4.3,278060,50556,8426070
7,1501,103,2,1,1,1,3,1,2,2,3.3,2,2,320461,155900,8661120
3,700,95,1,1,0,1,3,1,2,4,2.8,3.7,4.2,237731,79244,7924350
2,1716,154,1,1,2,0,1,3,2,5,4.1,2.7,3.6,751507,281815,18787680
3,825,27,1,1,1,1,3,1,2,5,5,4.8,2.7,242663,152788,8987500
3,1195,134,1,1,1,0,1,3,0,6,4,2.9,3.9,417699,182743,13053100
7,1651,187,2,1,1,0,1,3,2,5,4.8,4.4,2.3,416053,152553,13868440
1,706,177,1,1,0,0,1,2,2,4,4.2,2.2,3.2,274485,61981,8854370
2,1566,33,1,1,2,1,2,3,1,5,3.7,3.9,2.2,427415,75426,12571020
5,1356,35,2,1,1,0,2,3,2,6,2.8,4.4,2.6,339382,87021,8702100
7,1621,114,2,1,1,1,3,3,1,2,3.6,4.8,3.7,285160,80201,8911250
5,2271,172,4,2,0,0,2,3,2,5,2.5,4.6,3.5,412162,195235,10846380
3,1055,70,1,1,1,1,2,2,0,6,4.5,4.3,3,267427,143264,9550950
